train_acc,train_loss,val_acc,val_loss
0.02465263157894737,4.4098797,0.045599999999999995,4.1656795
0.053347368421052636,4.110828,0.0708,3.9849734
0.07296842105263159,3.9822917,0.08960000000000001,3.875663
0.10223157894736844,3.8155255,0.118,3.669499
0.1249263157894737,3.6726794,0.1292,3.6153944
0.14610526315789474,3.5556185,0.1584,3.5033474
0.16722105263157896,3.4350688,0.18880000000000002,3.3228703
0.18185263157894735,3.3433635,0.17919999999999997,3.3752434
0.20115789473684212,3.2486668,0.22039999999999998,3.1536074
0.22004210526315793,3.145957,0.234,3.0960565
0.22898947368421055,3.0821571,0.2288,3.1445832
0.24595789473684213,3.0047271,0.26720000000000005,2.931395
0.25538947368421056,2.9471989,0.26,3.0470898
0.2657052631578948,2.8975587,0.27240000000000003,2.9441836
0.28004210526315787,2.8401105,0.3,2.7771397
0.2864,2.7970262,0.272,2.841461
0.2926105263157895,2.7552798,0.31079999999999997,2.7390277
0.30391578947368425,2.7068493,0.32199999999999995,2.6752765
0.3112210526315789,2.6794453,0.30920000000000003,2.7498188
0.3202315789473684,2.6390877,0.3340000000000001,2.5912793
0.325178947368421,2.5958831,0.306,2.7915704
0.329578947368421,2.5799034,0.3264,2.6412814
0.33829473684210526,2.5363047,0.35600000000000004,2.523294
0.3435368421052632,2.5137382,0.3368,2.5923655
0.34764210526315786,2.4964063,0.3544,2.5090704
0.35701052631578944,2.454351,0.3528,2.4968247
0.35652631578947364,2.4590552,0.318,2.6656408
0.3665473684210527,2.4200459,0.36879999999999996,2.4209747
0.37145263157894737,2.392929,0.35359999999999997,2.5159714
0.3706736842105263,2.3894033,0.36119999999999997,2.5131369
0.3793263157894737,2.3531373,0.37799999999999995,2.3629022
0.3801894736842105,2.3463597,0.3476000000000001,2.5843918
0.38511578947368424,2.3293283,0.3844000000000001,2.364067
0.3917473684210527,2.2957869,0.3824000000000001,2.384657
0.39138947368421056,2.2947776,0.358,2.4798255
0.39762105263157893,2.2681196,0.39520000000000005,2.2909675
0.3997263157894737,2.253659,0.38159999999999994,2.3643754
0.39823157894736844,2.2617111,0.38919999999999993,2.331299
0.40821052631578947,2.214383,0.41119999999999995,2.2487981
0.4067157894736842,2.2154262,0.3772,2.3984413
0.4104,2.2010796,0.40840000000000004,2.2562904
0.4186736842105263,2.1735137,0.4,2.2782888
0.42174736842105265,2.1667943,0.3924,2.288951
0.4222736842105263,2.1568398,0.4192,2.2017941
0.4256842105263158,2.1410232,0.39640000000000003,2.2593024
0.4286105263157895,2.1327882,0.4068,2.2587771
0.4340631578947369,2.1099377,0.42,2.1895792
0.4346947368421053,2.1082785,0.40519999999999995,2.2797089
0.4362105263157895,2.1014462,0.41359999999999997,2.1881897
0.43991578947368426,2.080259,0.4232000000000001,2.2309058
0.4366736842105263,2.0872285,0.40879999999999994,2.2577724
0.44292631578947367,2.064139,0.42879999999999996,2.1450906
0.4472631578947368,2.0511796,0.42199999999999993,2.1897936
0.44635789473684206,2.0586991,0.4276,2.216414
0.4497473684210526,2.0315983,0.4372,2.1295676
0.4508421052631578,2.0260992,0.40720000000000006,2.2646415
0.4513263157894737,2.0282419,0.43199999999999994,2.1458712
0.45827368421052633,1.9986601,0.42080000000000006,2.1727116
0.4569052631578948,2.0093584,0.4004000000000001,2.2374814
